,make,model,year,mileage,fuel,power,transmission,price
4777,PORSCHE,911,2021,675,Petrol,444,Manual,164995
4778,PORSCHE,CAYMAN,2006,46631,Petrol,295,Manual,20995
4779,Volkswagen,Lupo,2003,44000,Petrol,123,Manual,7750
4780,19,69,2019,2000,Petrol,513,Semi Automatic,218995
4781,PORSCHE,911,2012,24250,Petrol,408,Semi Automatic,75995
4782,PORSCHE,911,2012,23200,Petrol,408,Semi Automatic,74995
4783,Ford,Focus,2016,36900,Petrol,247,Manual,17495
4784,PORSCHE,CAYENNE,2019,7300,Petrol,335,Automatic,67950
4785,17,17,2017,36000,Petrol,597,Automatic,63995
4786,Mercedes-Benz,C,2019,16800,Petrol,469,Automatic,52990
4787,Seat,Leon,2018,20747,Petrol,296,Manual,22599
4788,BMW,3,2018,23428,Petrol,444,Automatic,44495
4789,Ford,Fiesta,2018,52188,Petrol,123,Manual,13995
4790,Mercedes-Benz,C-Class,2017,44377,Hybrid,275,Automatic,19300
4791,Vauxhall,Combo,2019,23000,Petrol,109,Manual,18995
4792,Volkswagen,Polo,2017,43457,Petrol,89,Manual,11195
4793,Audi,A3,2021,4589,Hybrid,201,Automatic,30999
4794,Vauxhall,Corsa,2018,33700,Petrol,134,Manual,9995
4795,Volvo,V60,2020,11152,Petrol,188,Automatic,29990
4796,Fiat,500,2010,61000,Petrol,69,Manual,3392
4797,Volkswagen,Golf,2019,15538,Petrol,148,Automatic,21160
4798,Volvo,V40,2019,22690,Petrol,150,Automatic,21490
4799,Peugeot,208,2014,51000,Petrol,82,Manual,3750
4800,Fiat,500,2016,48000,Petrol,69,Automatic,6995
4801,Peugeot,3008,2018,20662,Petrol,165,Automatic,23490
4802,Renault,Clio,2018,20907,Petrol,75,Manual,10995
4803,Seat,Ibiza,2017,59654,Petrol,148,Manual,9495
4804,Ford,Focus,2018,2620,Petrol,123,Manual,16999
4805,Ford,Focus,2016,44996,Petrol,247,Manual,15499
4806,Peugeot,2008,2014,35182,Petrol,82,Manual,8699
4807,Honda,Civic,2006,139000,Petrol,138,Manual,1990
4808,Hyundai,Tucson,2018,22300,Petrol,174,Automatic,22500
4809,Toyota,AYGO,2018,12833,Petrol,69,Manual,9987
4810,Fiat,500,2010,52000,Petrol,69,Manual,3995
4811,Renault,Clio,2019,41988,Petrol,88,Manual,11799
4812,Renault,Captur,2016,37000,Diesel,90,Automatic,11990
4813,Tesla,Model,2019,40000,Electric,762,Automatic,89950
4814,RENAULT,CLIO,2007,101470,Petrol,194,Manual,5500
4815,Model,S,2017,90000,Electric,518,Automatic,41500
4816,Citroen,Berlingo,2012,139283,Diesel,74,Manual,4295
4817,Mercedes-Benz,GLE,2016,21000,Diesel,255,Automatic,30891
4818,Hyundai,Tucson,2018,6443,Petrol,130,Manual,18690
4819,Citroen,C3,2019,8384,Petrol,67,Manual,11993
4820,BMW,3,2009,113000,Petrol,141,Automatic,4495
4821,Peugeot,208,2015,19000,Petrol,82,Manual,6950
4822,Citroen,C3,2007,88038,Petrol,107,Manual,1295
4823,Mercedes-Benz,CLC-Class,2008,106000,Petrol,143,Automatic,3695
4824,BENTLEY,CONTINENTAL,2014,27400,Petrol,500,Automatic,71950
4825,FERRARI,2002,2002,38883,Petrol,515,Semi Automatic,87250
4826,BMW,530E,2018,9600,Hybrid,248,Automatic,33990
4827,FORD,FOCUS,2013,56000,Petrol,247,Manual,11795
4828,Nissan,X-Trail,2018,35069,Petrol,163,Manual,20280
4829,BMW,5,2013,44000,Diesel,181,Automatic,11390
4830,Mercedes-Benz,E-Class,2013,82914,Petrol,550,Automatic,23940
4831,Audi,A4,2004,116198,Petrol,188,Automatic,2440
4832,Ford,Fiesta,2018,51096,Petrol,99,Manual,10940
4833,Vauxhall,Astra,2017,51232,Petrol,148,Manual,9940
4834,Vauxhall,Astra,2015,51647,Petrol,148,Manual,9240
4835,Smart,fortwo,2010,40846,Petrol,83,Automatic,4195
4836,Vauxhall,Corsa,2018,17021,Petrol,89,Manual,10500
4837,Nissan,Juke,2013,58031,Petrol,200,Manual,8700
4838,Volkswagen,Polo,2015,19315,Petrol,89,Automatic,11700
4839,Hyundai,Tucson,2016,57463,Petrol,130,Manual,12240
4840,Hyundai,i10,2017,6346,Petrol,86,Manual,9490
4841,Audi,Q3,2016,31452,Petrol,148,Manual,17590
4842,Hyundai,Kona,2018,21746,Petrol,175,Manual,21000
4843,Vauxhall,Corsa,2016,41500,Petrol,89,Manual,7999
4844,Peugeot,108,2021,710,Petrol,71,Manual,11199
4845,Hyundai,IONIQ,2018,8964,Hybrid,140,Manual,19490
4846,Suzuki,Swift,2019,19320,Petrol,111,Manual,10499
4847,Ford,Focus,2019,5000,Petrol,123,Manual,18470
4848,Hyundai,i10,2013,26180,Petrol,85,Manual,5000
4849,Citroen,C3,2015,24461,Petrol,80,Manual,6590
4850,Vauxhall,Corsa,2012,51150,Petrol,83,Manual,5195
4851,Fiat,Panda,2006,95173,Petrol,59,Manual,1999
4852,Peugeot,108,2018,33063,Petrol,82,Manual,7390
4853,Dodge,Caliber,2007,58968,Diesel,138,Manual,2250
4854,Fiat,500,2017,29192,Petrol,69,Manual,8317
4855,Chevrolet,Matiz,2008,57000,Petrol,65,Manual,1200
4856,Nissan,Juke,2013,69411,Petrol,115,Manual,7190
4857,Audi,Q7,2016,60490,Diesel,268,Automatic,32999
4858,Citroen,C1,2009,81176,Petrol,67,Manual,2899
4859,Land,rover,2017,24520,Diesel,178,Automatic,27750
4860,Jaguar,F,2017,30700,Petrol,335,Automatic,37490
4861,Land,rover,2021,8835,Hybrid,398,Automatic,86690
4862,21,70,2021,5000,Hybrid,398,Automatic,89995
4863,PORSCHE,911,2007,35000,Petrol,350,Automatic,28000
4864,Jaguar,E,2019,7319,Petrol,246,Automatic,42600
4865,Jaguar,I,2019,13455,Electric,394,Automatic,54490
4866,Land,rover,2017,56566,Diesel,255,Automatic,44990
4867,Mazda,Mazda2,2008,101160,Petrol,102,Manual,1999
4868,Audi,A5,2017,45792,Petrol,248,Automatic,25990
4869,Audi,Q3,2019,10938,Petrol,148,Automatic,33490
4870,Audi,A1,2018,22694,Petrol,123,Automatic,17290
4871,Audi,Q5,2019,16765,Petrol,241,Automatic,39990
4872,Audi,Q3,2018,32963,Petrol,148,Automatic,24790
4873,Audi,S3,2015,11907,Petrol,296,Automatic,27990
4874,Toyota,Auris,2009,56136,Petrol,95,Manual,3595
4875,Audi,A3,2010,55000,Petrol,101,Automatic,7990
4876,Audi,A3,2015,29288,Petrol,148,Automatic,19990
4877,Fiat,500C,2013,67000,Petrol,69,Automatic,6450
4878,Ford,Fiesta,2013,75800,Petrol,104,Automatic,5850
4879,Audi,S3,2014,29873,Petrol,296,Manual,20490
4880,Ford,S-MAX,2016,62431,Petrol,237,Automatic,24000
4881,Land,rover,2020,21330,Diesel,178,Automatic,45990
4882,Jaguar,F,2019,2010,Petrol,542,Automatic,70490
4883,Jaguar,F,2018,15050,Petrol,246,Automatic,39250
4884,Toyota,Auris,2012,118892,Petrol,132,Manual,3500
4885,Land,Rover,2011,116500,Petrol,510,Automatic,15000
4886,LAND,ROVER,2019,9000,Petrol,620,Automatic,79995
4887,Daihatsu,Copen,2003,75000,Petrol,67,Manual,4495
4888,Jaguar,I,2018,17898,Electric,394,Automatic,51990
4889,Jaguar,F,2019,13799,Diesel,237,Automatic,42400
4890,Mazda,MX-5,2011,47000,Petrol,158,Manual,8995
4891,Ford,S-MAX,2010,110402,Diesel,138,Manual,4490
4892,Renault,Clio,2014,31846,Petrol,90,Manual,7995
4893,Volkswagen,T,2019,25419,Diesel,114,Manual,25995
4894,Volkswagen,Polo,2015,42256,Petrol,59,Manual,9970
4895,Volkswagen,Up,2018,5311,Petrol,113,Manual,15495
4896,Land,rover,2020,11237,Diesel,178,Automatic,48990
4897,BMW,3,2012,98000,Petrol,241,Manual,7500
4898,Peugeot,308,2018,36531,Petrol,129,Manual,12991
4899,Kia,Sportage,2018,12389,Petrol,174,Manual,21999
4900,BMW,1,2019,16989,Petrol,134,Manual,18999
4901,Ford,Focus,2012,71000,Petrol,103,Manual,5499
4902,Kia,Niro,2017,19754,Hybrid,140,Automatic,18999
4903,Citroen,C1,2016,45611,Petrol,82,Manual,6498
4904,Ford,Focus,2018,24000,Petrol,123,Manual,18990
4905,Mercedes-Benz,A-Class,2018,24039,Petrol,161,Automatic,21999
4906,Fiat,500,2014,63000,Petrol,69,Manual,4495
4907,BMW,1,2017,46971,Petrol,134,Manual,15101
4908,Suzuki,Alto,2013,40053,Petrol,68,Manual,3999
4909,Citroen,C1,2013,42819,Petrol,67,Manual,3995
4910,Peugeot,2008,2019,15474,Petrol,82,Manual,13491
4911,Fiat,500X,2016,40879,Petrol,110,Manual,8980
4912,Land,Rover,2019,7178,Petrol,197,Automatic,42999
4913,Audi,TT,2009,61000,Petrol,200,Automatic,6500
4914,Toyota,Yaris,2014,69601,Petrol,99,Manual,4999
4915,Audi,RS4,2007,68000,Petrol,420,Manual,22000
4916,Ford,Fiesta,2012,44563,Petrol,95,Manual,5999
4917,Volkswagen,Scirocco,2012,82000,Petrol,160,Manual,6795
4918,Vauxhall,Astra,2017,41000,Petrol,104,Manual,9495
4919,Vauxhall,Astra,2010,105000,Petrol,113,Manual,1990
4920,Vauxhall,Astra,2018,13549,Petrol,104,Manual,12999
4921,Vauxhall,Corsa,2014,54685,Petrol,98,Manual,4993
4922,Vauxhall,Corsa,2013,43065,Petrol,83,Manual,4993
4923,Dacia,Duster,2013,69425,Diesel,109,Manual,5493
4924,BMW,4,2017,37500,Petrol,181,Manual,17050
4925,Volkswagen,Polo,2016,58200,Petrol,89,Manual,9000
4926,Ford,C-MAX,2010,56000,Petrol,100,Manual,3775
4927,Hyundai,Tucson,2017,74400,Petrol,130,Manual,12775
4928,Kia,Sportage,2017,48000,Petrol,130,Manual,16350
4929,Toyota,RAV4,2006,92000,Petrol,150,Automatic,4995
4930,Peugeot,108,2017,26074,Petrol,82,Manual,7995
4931,Peugeot,2008,2020,8972,Petrol,129,Manual,22995
4932,Peugeot,308,2019,20647,Petrol,129,Manual,15995
4933,Vauxhall,Corsa,2015,56380,Petrol,202,Manual,9499
4934,Kia,Picanto,2012,79775,Petrol,84,Manual,3490
4935,Ford,Focus,2017,28000,Petrol,123,Manual,13290
4936,Audi,A3,2003,123000,Petrol,101,Manual,1495
4937,Mercedes-Benz,A-Class,2003,62000,Petrol,101,Automatic,1995
4938,Volkswagen,Golf,2004,112600,Petrol,75,Manual,1495
4939,Mercedes-Benz,E-Class,2009,118000,Petrol,292,Automatic,7695
4940,Volvo,V40,2016,44000,Petrol,120,Automatic,13795
4941,Volkswagen,Golf,2017,24000,Petrol,218,Automatic,22995
4942,Mitsubishi,Eclipse,2018,20841,Petrol,161,Automatic,19790
4943,Peugeot,2008,2020,8903,Petrol,129,Automatic,26925
4944,Vauxhall,Meriva,2013,38250,Petrol,99,Manual,5495
4945,Nissan,Qashqai,2012,80000,Petrol,117,Manual,7500
4946,Fiat,Panda,2010,72014,Petrol,60,Manual,1450
4947,Vauxhall,Astra,2005,75984,Petrol,168,Manual,1650
4948,Porsche,Cayenne,2014,32000,Petrol,520,Automatic,44950
4949,FERRARI,328,1987,56714,Petrol,270,Manual,84995
4950,Mercedes,GLC-CLASS,2020,6300,Petrol,503,Automatic,79000
4951,Volkswagen,Golf,2007,83000,Petrol,168,Manual,3499
4952,Vauxhall,Viva,2017,28355,Petrol,74,Manual,6999
4953,BMW,1,2019,17481,Petrol,134,Automatic,21970
4954,Volkswagen,Polo,2019,23037,Petrol,113,Manual,16799
4955,Vauxhall,Mokka,2019,22529,Petrol,138,Manual,14999
4956,Audi,A1,2019,9729,Petrol,94,Manual,19599
4957,Kia,Sportage,2020,12150,Hybrid,134,Manual,23999
4958,Vauxhall,Corsa,2014,64000,Petrol,83,Manual,3995
4959,Vauxhall,Corsa,2013,34000,Petrol,83,Manual,4695
4960,Audi,Q5,2017,47428,Petrol,248,Automatic,30100
4961,Honda,Jazz,2018,10349,Petrol,101,Manual,11350
4962,Citroen,C3,2018,18368,Petrol,80,Manual,10325
4963,Suzuki,Jimny,2019,28065,Petrol,101,Manual,25775
4964,Skoda,Octavia,2019,15271,Petrol,114,Manual,17425
4965,Abarth,124,2019,851,Petrol,168,Manual,22675
4966,BMW,4,2020,4855,Petrol,444,Automatic,49575
4967,Abarth,124,2018,17019,Petrol,168,Manual,21150
4968,Honda,Civic,2019,14275,Petrol,125,Manual,16500
4969,Skoda,Fabia,2018,18657,Petrol,74,Manual,11200
4970,Audi,S3,2016,40449,Petrol,296,Automatic,24050
4971,Toyota,RAV4,2020,4063,Hybrid,219,Automatic,37950
4972,MG,ZS,2019,11946,Petrol,110,Automatic,17275
4973,Volvo,XC90,2018,38060,Hybrid,384,Automatic,48600
4974,Hyundai,Tucson,2019,9426,Petrol,130,Manual,19225
4975,Vauxhall,Zafira,2018,17207,Petrol,138,Manual,15575
4976,Toyota,Prius,2016,34604,Hybrid,121,Automatic,17575
4977,Vauxhall,Crossland,2020,12332,Petrol,128,Automatic,17775
4978,Seat,Arona,2020,9330,Petrol,148,Manual,19525
4979,Volkswagen,Touran,2018,37597,Petrol,148,Automatic,22250
4980,Vauxhall,Mokka,2018,9032,Petrol,138,Manual,14825
4981,Mercedes-Benz,A-Class,2020,5119,Petrol,161,Automatic,28100
4982,Ford,Mustang,2017,46430,Petrol,313,Manual,28200
4983,Audi,Q3,2018,31746,Petrol,148,Automatic,26450
4984,Nissan,Juke,2018,24581,Petrol,115,Manual,13175
4985,Fiat,500,2019,15360,Petrol,68,Manual,9500
4986,Hyundai,IONIQ,2018,46633,Hybrid,140,Automatic,15725
4987,Audi,SQ2,2019,19720,Petrol,296,Automatic,28350
4988,Toyota,GT86,2018,24875,Petrol,197,Manual,20750
4989,Vauxhall,Mokka,2017,32657,Petrol,138,Manual,12350
4990,Ford,Fiesta,2016,25415,Petrol,80,Manual,7950
4991,Toyota,Yaris,2018,25096,Hybrid,99,Automatic,15025
4992,Citroen,C3,2017,27784,Petrol,80,Manual,9975
4993,Volkswagen,up!,2015,42549,Petrol,74,Manual,6700
4994,Mazda,Mazda3,2015,56944,Petrol,118,Manual,8800
4995,Kia,Niro,2018,31220,Hybrid,140,Automatic,18975
4996,Mitsubishi,ASX,2019,10525,Petrol,115,Manual,15775
4997,Audi,A5,2018,28439,Petrol,188,Automatic,23875
4998,MINI,Mini,2017,18023,Petrol,134,Manual,14050
4999,Seat,Ateca,2018,38676,Petrol,114,Manual,12975
5000,Peugeot,2008,2018,20876,Petrol,82,Manual,14175
5001,Honda,Jazz,2018,38513,Petrol,101,Manual,11225
5002,Peugeot,2008,2018,8347,Petrol,82,Manual,14600
5003,Suzuki,Vitara,2017,28043,Petrol,118,Manual,12500
5004,Ford,Fiesta,2019,14689,Petrol,197,Manual,20450
5005,Nissan,Juke,2015,57923,Petrol,218,Manual,10425
5006,Toyota,Yaris,2018,18870,Hybrid,99,Automatic,15450
5007,Toyota,Yaris,2018,6880,Hybrid,99,Automatic,16300
5008,Audi,A3,2017,16946,Petrol,148,Manual,21125
5009,BMW,1,2016,30788,Petrol,335,Automatic,22150
5010,Audi,A3,2019,6667,Petrol,114,Automatic,20575
5011,Honda,Jazz,2018,22775,Petrol,101,Automatic,14350
5012,BMW,M5,2018,38114,Petrol,617,Manual,56975
5013,Fiat,500X,2017,26222,Petrol,140,Manual,12625
5014,Renault,Captur,2018,9755,Petrol,88,Manual,13475
5015,Toyota,Yaris,2020,9688,Petrol,110,Manual,14875
5016,Volkswagen,T-Roc,2021,7246,Petrol,148,Automatic,31300
5017,Ford,Focus,2017,40022,Petrol,123,Automatic,13725
5018,Audi,TT,2017,2703,Petrol,178,Manual,22350
5019,Volvo,V40,2018,19419,Petrol,150,Automatic,19100
5020,Kia,Picanto,2018,7895,Petrol,66,Manual,7900
5021,Vauxhall,Grandland,2019,10101,Petrol,128,Manual,18800
5022,Vauxhall,Corsa,2018,16003,Petrol,74,Manual,9050
5023,Renault,Captur,2019,6286,Petrol,88,Manual,16175
5024,Vauxhall,Mokka,2017,26203,Petrol,138,Manual,12425
5025,Fiat,500X,2020,8035,Petrol,118,Manual,18275
5026,Nissan,Qashqai,2018,19217,Petrol,113,Manual,15275
5027,Ford,Kuga,2018,30008,Petrol,180,Automatic,22400
5028,Abarth,595,2017,16895,Petrol,162,Manual,13725
5029,Seat,Ibiza,2021,2598,Petrol,109,Automatic,18550
5030,Ford,Fiesta,2019,19148,Petrol,99,Manual,13925
5031,Kia,Venga,2016,7513,Petrol,123,Manual,11150
5032,Toyota,Yaris,2018,13965,Hybrid,99,Automatic,15050
5033,BMW,1,2016,32639,Petrol,322,Automatic,20450
5034,Vauxhall,Crossland,2019,2948,Petrol,82,Manual,15600
5035,Volkswagen,Polo,2019,20888,Petrol,64,Manual,13075
5036,Vauxhall,Mokka,2016,59088,Petrol,138,Manual,8675
5037,Seat,Ibiza,2019,14808,Petrol,94,Manual,12775
5038,Vauxhall,Corsa,2018,15839,Petrol,89,Manual,10475
5039,Audi,A5,2021,4895,Petrol,201,Automatic,39500
5040,Peugeot,308,2020,772,Petrol,129,Manual,17800
5041,Peugeot,308,2018,9253,Petrol,130,Automatic,15275
5042,Nissan,Micra,2019,5794,Petrol,115,Manual,13300
5043,MINI,Mini,2019,9962,Petrol,134,Automatic,22100
5044,Fiat,Grande,2009,50000,Petrol,77,Manual,2495
5045,Nissan,Qashqai+2,2011,100200,Petrol,117,Manual,5995
5046,Ford,Focus,2018,46461,Petrol,123,Manual,11100
5047,Volkswagen,up!,2017,37906,Petrol,59,Manual,7800
5048,Mitsubishi,Eclipse,2018,22104,Petrol,161,Manual,15900
5049,BMW,1,2018,26627,Petrol,134,Automatic,17975
5050,Volkswagen,Golf,2021,6542,Petrol,296,Automatic,36489
5051,Nissan,Qashqai+2,2011,63000,Petrol,117,Manual,8299
5052,Nissan,Micra,2011,46555,Petrol,79,Manual,3495
5053,Vauxhall,Corsa,2008,74500,Petrol,80,Automatic,7990
5054,Ford,Focus,2006,82500,Petrol,100,Automatic,5990
5055,Toyota,iQ,2010,54300,Petrol,67,Automatic,10990
5056,Ford,Focus,2016,53636,Petrol,247,Manual,15495
5057,Ford,Fiesta,2012,113192,Diesel,94,Manual,3295
5058,Ford,C-MAX,2013,68000,Petrol,99,Manual,6995
5059,Citroen,Grand,2008,94835,Petrol,123,Manual,1995
5060,Ford,Kuga,2014,42738,Petrol,177,Automatic,15999
5061,Skoda,Yeti,2016,31740,Petrol,109,Manual,15500
5062,BMW,3,2016,50402,Petrol,181,Automatic,17750
5063,Vauxhall,Corsa,2008,51965,Petrol,90,Manual,2395
5064,Fiat,Grande,2009,32000,Petrol,77,Automatic,2950
5065,Peugeot,208,2014,54485,Petrol,82,Manual,5100
5066,Hyundai,i20,2019,19946,Petrol,83,Manual,11900
5067,Hyundai,i20,2019,8031,Petrol,83,Manual,12700
5068,Vauxhall,Astra,2007,150000,Petrol,123,Automatic,1500
5069,Vauxhall,Mokka,2014,52216,Petrol,113,Manual,7790
5070,Nissan,Qashqai,2012,59538,Petrol,117,Manual,7690
5071,Ford,Mustang,2016,19850,Petrol,410,Manual,31994
5072,Ford,Fiesta,2015,44199,Petrol,99,Manual,5490
5073,Ford,Fiesta,2018,7451,Petrol,99,Automatic,10980
5074,Ford,B-Max,2014,47230,Petrol,103,Automatic,6666
5075,Ford,Fiesta,2014,50000,Petrol,80,Manual,5790
5076,Skoda,Fabia,2019,18075,Petrol,94,Manual,12490
5077,BMW,1,2014,51193,Petrol,134,Manual,9474
5078,Volkswagen,Golf,2011,76000,Diesel,105,Manual,4499
5079,Peugeot,107,2013,56391,Petrol,68,Manual,4250
5080,Nissan,Qashqai,2018,25131,Petrol,113,Automatic,20999
5081,MINI,Mini,2018,12496,Petrol,134,Manual,21999
5082,DS,DS,2018,9117,Petrol,80,Manual,10999
5083,Ford,Focus,2021,11807,Petrol,153,Manual,25999
5084,1952,Jaguar,1952,43300,Petrol,160,Manual,55995
5085,Volkswagen,Golf,2019,6500,Petrol,241,Manual,28999
5086,Mazda,CX-5,2017,34350,Diesel,148,Manual,20995
5087,Ford,Focus,2017,24200,Petrol,123,Manual,12695
5088,Vauxhall,Zafira,2013,80000,Petrol,113,Manual,4495
5089,Volkswagen,Golf,2012,90000,Petrol,122,Manual,6380
5090,Ford,Fiesta,2016,84000,Petrol,99,Manual,6380
5091,Skoda,Fabia,2011,77000,Petrol,85,Manual,4770
5092,Ford,Kuga,2017,17040,Diesel,177,Automatic,20494
5093,Vauxhall,Corsa,2019,17375,Petrol,89,Manual,10599
5094,Volkswagen,Golf,2018,24000,Petrol,108,Manual,16495
5095,Volkswagen,Golf,2017,29016,Petrol,298,Manual,21999
5096,Mercedes-Benz,C-Class,2011,37000,Petrol,156,Automatic,8150
5097,Nissan,Qashqai,2015,50100,Petrol,113,Automatic,14250
5098,Toyota,Previa,1998,165560,Petrol,133,Automatic,2495
5099,Vauxhall,Ampera,2014,40000,Hybrid,148,Automatic,13196
5100,Nissan,Qashqai,2015,94000,Diesel,108,Manual,9995
5101,Kia,Rio,2013,87000,Petrol,83,Manual,3995
5102,Dacia,Sandero,2014,75000,Petrol,75,Manual,3995
5103,Skoda,Citigo,2014,83000,Petrol,59,Manual,4495
5104,MINI,Mini,2009,87000,Petrol,120,Manual,3695
5105,Nissan,Almera,2005,116000,Petrol,97,Manual,1495
5106,Ford,Grand,2013,115000,Diesel,113,Manual,4995
5107,Ford,Focus,2020,12495,Petrol,123,Manual,20999
5108,Audi,A4,2020,4193,Petrol,188,Automatic,32999
5109,Vauxhall,Corsa,2018,12236,Petrol,89,Manual,10299
5110,Ford,Fiesta,2019,17622,Petrol,138,Manual,15599
5111,Seat,Leon,2007,108920,Petrol,240,Manual,4850
5112,Mitsubishi,Shogun,2007,61945,Diesel,114,Manual,4850
5113,Vauxhall,Meriva,2013,50200,Petrol,99,Manual,4995
5114,Vauxhall,Corsa,2020,3300,Petrol,99,Manual,15490
5115,Audi,A1,2012,57000,Petrol,122,Manual,7990
5116,Citroen,Grand,2008,97000,Petrol,123,Manual,1490
5117,Toyota,AYGO,2015,56000,Petrol,69,Manual,6495
5118,Toyota,RAV4,2010,145000,Diesel,150,Manual,4990
5119,MINI,Mini,2007,80000,Petrol,172,Manual,3990
5120,Peugeot,Partner,2011,149000,Diesel,88,Manual,3750
5121,Fiat,Grande,2007,45000,Petrol,64,Manual,1899
5122,MG,ZS,2019,18475,Petrol,105,Manual,15450
5123,Nissan,Qashqai,2017,39000,Petrol,113,Manual,15330
5124,Kia,Sportage,2021,6100,Hybrid,134,Automatic,28500
5125,Vauxhall,Corsa,2018,22900,Petrol,89,Automatic,10999
5126,Seat,Ateca,2019,11386,Petrol,148,Automatic,25999
5127,MINI,Mini,2012,61523,Petrol,98,Manual,5295
5128,Ford,Fiesta,2019,12850,Petrol,99,Manual,16900
5129,Audi,Q2,2019,20100,Petrol,148,Manual,21500
5130,Skoda,Octavia,2017,51556,Petrol,114,Automatic,12200
5131,Kia,Sportage,2018,20082,Petrol,130,Manual,18999
5132,Kia,Sportage,2020,12111,Petrol,130,Manual,20999
5133,Volkswagen,Polo,2020,25144,Petrol,79,Manual,14999
5134,BMW,X5,2016,78000,Diesel,255,Automatic,28950
5135,BMW,4,2020,3494,Petrol,181,Automatic,38999
5136,Mercedes-Benz,E-Class,2019,13631,Petrol,241,Automatic,35999
5137,Skoda,Kodiaq,2019,29415,Petrol,148,Automatic,29999
5138,MINI,Mini,2020,2435,Petrol,176,Automatic,28999
5139,Peugeot,3008,2020,8854,Petrol,129,Automatic,29999
5140,Renault,Clio,2019,7285,Petrol,88,Manual,12999
5141,Audi,A3,2016,93000,Petrol,148,Automatic,14000
5142,Vauxhall,Mokka,2018,32101,Petrol,138,Manual,12800
5143,Mazda,Mazda2,2017,43101,Petrol,89,Manual,9600
5144,BMW,1,2017,43101,Petrol,134,Manual,15500
5145,Nissan,Qashqai,2013,60000,Petrol,117,Manual,8500
5146,Volvo,V60,2020,12500,Hybrid,247,Automatic,40000
5147,Peugeot,208,2018,11002,Petrol,110,Manual,12991
5148,Citroen,C2,2003,97000,Petrol,59,Manual,1295
5149,Audi,S3,2014,49000,Petrol,296,Automatic,19995
5150,Mazda,MX-5,2014,10500,Petrol,124,Manual,13995
5151,Seat,Leon,2013,120000,Petrol,105,Manual,5000
5152,MINI,Mini,2010,49327,Petrol,122,Manual,4000
5153,Mitsubishi,Eclipse,2019,12062,Petrol,161,Manual,19999
5154,Ford,Focus,2019,19336,Petrol,123,Manual,16999
5155,Lexus,NX,2021,982,Hybrid,194,Automatic,39995
5156,Seat,Leon,2019,18513,Petrol,114,Manual,13999
5157,Suzuki,Swift,2018,14819,Petrol,138,Manual,15995
5158,Nissan,Qashqai,2019,11060,Petrol,140,Manual,21999
5159,Ford,Fiesta,2018,30134,Petrol,84,Manual,10300
5160,Hyundai,i20,2018,27362,Petrol,99,Automatic,11592
5161,Hyundai,i10,2017,30100,Petrol,65,Manual,7680
5162,Hyundai,Tucson,2017,5943,Petrol,175,Manual,20490
5163,Hyundai,Tucson,2019,17075,Petrol,174,Automatic,20327
5164,Hyundai,Tucson,2017,16339,Petrol,130,Manual,17390
5165,Ford,Fiesta,2019,29187,Petrol,123,Manual,13995
5166,Fiat,500,2016,15101,Petrol,69,Manual,8200
5167,Volkswagen,Polo,2018,12557,Petrol,94,Manual,14200
5168,Renault,Captur,2018,4407,Petrol,90,Manual,13825
5169,Fiat,500,2018,11184,Petrol,68,Manual,9375
5170,Volkswagen,up!,2016,19537,Petrol,59,Manual,7225
5171,Smart,forfour,2015,31198,Petrol,90,Manual,7000
5172,Mercedes-Benz,C-Class,2017,75756,Petrol,181,Manual,17900
5173,Volkswagen,Golf,2015,24309,Petrol,120,Automatic,12441
5174,Ford,Fiesta,2018,19695,Petrol,99,Automatic,12100
5175,Mitsubishi,Outlander,2017,57921,Hybrid,200,Automatic,19600
5176,Ford,Fiesta,2019,10909,Petrol,197,Manual,21200
5177,Ford,Fiesta,2013,58000,Petrol,99,Manual,5995
5178,Audi,Q7,2021,1000,Petrol,500,Automatic,93990
5179,Ford,Kuga,2018,15734,Petrol,118,Manual,17999
5180,BMW,X4,2015,80000,Diesel,188,Automatic,20980
5181,Volkswagen,Polo,2020,9052,Petrol,79,Manual,15999
5182,Seat,Leon,2020,14269,Petrol,129,Manual,17599
5183,Kia,Pro,2011,88805,Petrol,89,Manual,2750
5184,Ford,Focus,2020,3262,Petrol,123,Manual,19999
5185,Skoda,Fabia,2020,14849,Petrol,59,Manual,11299
5186,Vauxhall,Astra,2019,647,Petrol,148,Automatic,16599
5187,Nissan,Juke,2016,30000,Petrol,115,Manual,10990
5188,Peugeot,208,2019,16423,Petrol,82,Manual,10999
5189,Peugeot,2008,2020,6894,Petrol,99,Manual,22910
5190,Vauxhall,Mokka,2015,51636,Petrol,113,Manual,8940
5191,Peugeot,108,2018,16878,Petrol,71,Automatic,11000
5192,Jaguar,S-TYPE,2001,81000,Petrol,240,Automatic,1999
5193,Mercedes-Benz,C-Class,2015,89000,Petrol,184,Manual,11995
5194,Volkswagen,up!,2014,37347,Petrol,74,Manual,6995
5195,Vauxhall,Corsa,2012,73344,Petrol,98,Manual,3595
5196,MG,ZS,2019,14450,Petrol,110,Automatic,17810
5197,Volvo,850,1996,101404,Petrol,142,Manual,4950
5198,Peugeot,108,2020,5427,Petrol,71,Manual,10220
5199,Volkswagen,Polo,2018,23000,Petrol,64,Manual,12240
5200,Skoda,Fabia,2018,15849,Petrol,74,Manual,9999
5201,Volvo,V40,2018,45563,Petrol,120,Manual,13490
5202,Chevrolet,Spark,2011,61138,Petrol,80,Manual,2400
