make,model,year,milage,fuel,horsepower,transmission,price
Seat,Ibiza,2017,59654,Petrol,148,Manual,9495
Ford,Focus,2018,2620,Petrol,123,Manual,16999
Ford,Focus,2016,44996,Petrol,247,Manual,15499
Peugeot,2008,2014,35182,Petrol,82,Manual,8699
Honda,Civic,2006,139000,Petrol,138,Manual,1990
Hyundai,Tucson,2018,22300,Petrol,174,Automatic,22500
Toyota,AYGO,2018,12833,Petrol,69,Manual,9987
Fiat,500,2010,52000,Petrol,69,Manual,3995
Renault,Clio,2019,41988,Petrol,88,Manual,11799
Renault,Captur,2016,37000,Diesel,90,Automatic,11990
Tesla,Model,2019,40000,Electric,762,Automatic,89950
RENAULT,CLIO,2007,101470,Petrol,194,Manual,5500
Model,S,2017,90000,Electric,518,Automatic,41500
Citroen,Berlingo,2012,139283,Diesel,74,Manual,4295
Mercedes-Benz,GLE,2016,21000,Diesel,255,Automatic,30891
Hyundai,Tucson,2018,6443,Petrol,130,Manual,18690
Citroen,C3,2019,8384,Petrol,67,Manual,11993
BMW,3,2009,113000,Petrol,141,Automatic,4495
Peugeot,208,2015,19000,Petrol,82,Manual,6950
Citroen,C3,2007,88038,Petrol,107,Manual,1295
Mercedes-Benz,CLC-Class,2008,106000,Petrol,143,Automatic,3695
BENTLEY,CONTINENTAL,2014,27400,Petrol,500,Automatic,71950
FERRARI,2002,2002,38883,Petrol,515,SemiAutomatic,87250
BMW,530E,2018,9600,Hybrid,248,Automatic,33990
FORD,FOCUS,2013,56000,Petrol,247,Manual,11795
Nissan,X-Trail,2018,35069,Petrol,163,Manual,20280
BMW,5,2013,44000,Diesel,181,Automatic,11390
Mercedes-Benz,E-Class,2013,82914,Petrol,550,Automatic,23940
Audi,A4,2004,116198,Petrol,188,Automatic,2440
Ford,Fiesta,2018,51096,Petrol,99,Manual,10940
Vauxhall,Astra,2017,51232,Petrol,148,Manual,9940
Vauxhall,Astra,2015,51647,Petrol,148,Manual,9240
Smart,fortwo,2010,40846,Petrol,83,Automatic,4195
Vauxhall,Corsa,2018,17021,Petrol,89,Manual,10500
Nissan,Juke,2013,58031,Petrol,200,Manual,8700
Volkswagen,Polo,2015,19315,Petrol,89,Automatic,11700
Hyundai,Tucson,2016,57463,Petrol,130,Manual,12240
Hyundai,i10,2017,6346,Petrol,86,Manual,9490
Audi,Q3,2016,31452,Petrol,148,Manual,17590
Hyundai,Kona,2018,21746,Petrol,175,Manual,21000
Vauxhall,Corsa,2016,41500,Petrol,89,Manual,7999
Peugeot,108,2021,710,Petrol,71,Manual,11199
Hyundai,IONIQ,2018,8964,Hybrid,140,Manual,19490
Suzuki,Swift,2019,19320,Petrol,111,Manual,10499
Ford,Focus,2019,5000,Petrol,123,Manual,18470
Hyundai,i10,2013,26180,Petrol,85,Manual,5000
Citroen,C3,2015,24461,Petrol,80,Manual,6590
Vauxhall,Corsa,2012,51150,Petrol,83,Manual,5195
Fiat,Panda,2006,95173,Petrol,59,Manual,1999
Peugeot,108,2018,33063,Petrol,82,Manual,7390
Dodge,Caliber,2007,58968,Diesel,138,Manual,2250
Fiat,500,2017,29192,Petrol,69,Manual,8317
Chevrolet,Matiz,2008,57000,Petrol,65,Manual,1200
Nissan,Juke,2013,69411,Petrol,115,Manual,7190
Audi,Q7,2016,60490,Diesel,268,Automatic,32999
Citroen,C1,2009,81176,Petrol,67,Manual,2899
Land,rover,2017,24520,Diesel,178,Automatic,27750
Jaguar,F,2017,30700,Petrol,335,Automatic,37490
Land,rover,2021,8835,Hybrid,398,Automatic,86690
21,70,2021,5000,Hybrid,398,Automatic,89995
PORSCHE,911,2007,35000,Petrol,350,Automatic,28000
Jaguar,E,2019,7319,Petrol,246,Automatic,42600
Jaguar,I,2019,13455,Electric,394,Automatic,54490
Land,rover,2017,56566,Diesel,255,Automatic,44990
Mazda,Mazda2,2008,101160,Petrol,102,Manual,1999
Audi,A5,2017,45792,Petrol,248,Automatic,25990
Audi,Q3,2019,10938,Petrol,148,Automatic,33490
Audi,A1,2018,22694,Petrol,123,Automatic,17290
Audi,Q5,2019,16765,Petrol,241,Automatic,39990
Audi,Q3,2018,32963,Petrol,148,Automatic,24790
Audi,S3,2015,11907,Petrol,296,Automatic,27990
Toyota,Auris,2009,56136,Petrol,95,Manual,3595
Audi,A3,2010,55000,Petrol,101,Automatic,7990
Audi,A3,2015,29288,Petrol,148,Automatic,19990
Fiat,500C,2013,67000,Petrol,69,Automatic,6450
Ford,Fiesta,2013,75800,Petrol,104,Automatic,5850
Audi,S3,2014,29873,Petrol,296,Manual,20490
Ford,S-MAX,2016,62431,Petrol,237,Automatic,24000
Land,rover,2020,21330,Diesel,178,Automatic,45990
Jaguar,F,2019,2010,Petrol,542,Automatic,70490
Jaguar,F,2018,15050,Petrol,246,Automatic,39250
Toyota,Auris,2012,118892,Petrol,132,Manual,3500
Land,Rover,2011,116500,Petrol,510,Automatic,15000
LAND,ROVER,2019,9000,Petrol,620,Automatic,79995
Daihatsu,Copen,2003,75000,Petrol,67,Manual,4495
Jaguar,I,2018,17898,Electric,394,Automatic,51990
Jaguar,F,2019,13799,Diesel,237,Automatic,42400
Mazda,MX-5,2011,47000,Petrol,158,Manual,8995
Ford,S-MAX,2010,110402,Diesel,138,Manual,4490
Renault,Clio,2014,31846,Petrol,90,Manual,7995
Volkswagen,T,2019,25419,Diesel,114,Manual,25995
Volkswagen,Polo,2015,42256,Petrol,59,Manual,9970
Volkswagen,Up,2018,5311,Petrol,113,Manual,15495
Land,rover,2020,11237,Diesel,178,Automatic,48990
BMW,3,2012,98000,Petrol,241,Manual,7500
Peugeot,308,2018,36531,Petrol,129,Manual,12991
Kia,Sportage,2018,12389,Petrol,174,Manual,21999
BMW,1,2019,16989,Petrol,134,Manual,18999
Ford,Focus,2012,71000,Petrol,103,Manual,5499
Kia,Niro,2017,19754,Hybrid,140,Automatic,18999
Citroen,C1,2016,45611,Petrol,82,Manual,6498
Ford,Focus,2018,24000,Petrol,123,Manual,18990
Mercedes-Benz,A-Class,2018,24039,Petrol,161,Automatic,21999
Fiat,500,2014,63000,Petrol,69,Manual,4495
BMW,1,2017,46971,Petrol,134,Manual,15101
Suzuki,Alto,2013,40053,Petrol,68,Manual,3999
Citroen,C1,2013,42819,Petrol,67,Manual,3995
Peugeot,2008,2019,15474,Petrol,82,Manual,13491
Fiat,500X,2016,40879,Petrol,110,Manual,8980
Land,Rover,2019,7178,Petrol,197,Automatic,42999
Audi,TT,2009,61000,Petrol,200,Automatic,6500
Toyota,Yaris,2014,69601,Petrol,99,Manual,4999
Audi,RS4,2007,68000,Petrol,420,Manual,22000
Ford,Fiesta,2012,44563,Petrol,95,Manual,5999
Volkswagen,Scirocco,2012,82000,Petrol,160,Manual,6795
Vauxhall,Astra,2017,41000,Petrol,104,Manual,9495
Vauxhall,Astra,2010,105000,Petrol,113,Manual,1990
Vauxhall,Astra,2018,13549,Petrol,104,Manual,12999
Vauxhall,Corsa,2014,54685,Petrol,98,Manual,4993
Vauxhall,Corsa,2013,43065,Petrol,83,Manual,4993
Dacia,Duster,2013,69425,Diesel,109,Manual,5493
BMW,4,2017,37500,Petrol,181,Manual,17050
Volkswagen,Polo,2016,58200,Petrol,89,Manual,9000
Ford,C-MAX,2010,56000,Petrol,100,Manual,3775
Hyundai,Tucson,2017,74400,Petrol,130,Manual,12775
Kia,Sportage,2017,48000,Petrol,130,Manual,16350
Toyota,RAV4,2006,92000,Petrol,150,Automatic,4995
Peugeot,108,2017,26074,Petrol,82,Manual,7995
Peugeot,2008,2020,8972,Petrol,129,Manual,22995
Peugeot,308,2019,20647,Petrol,129,Manual,15995
Vauxhall,Corsa,2015,56380,Petrol,202,Manual,9499
Kia,Picanto,2012,79775,Petrol,84,Manual,3490
Ford,Focus,2017,28000,Petrol,123,Manual,13290
Audi,A3,2003,123000,Petrol,101,Manual,1495
Mercedes-Benz,A-Class,2003,62000,Petrol,101,Automatic,1995
Volkswagen,Golf,2004,112600,Petrol,75,Manual,1495
Mercedes-Benz,E-Class,2009,118000,Petrol,292,Automatic,7695
Volvo,V40,2016,44000,Petrol,120,Automatic,13795
Volkswagen,Golf,2017,24000,Petrol,218,Automatic,22995
Mitsubishi,Eclipse,2018,20841,Petrol,161,Automatic,19790
Peugeot,2008,2020,8903,Petrol,129,Automatic,26925
Vauxhall,Meriva,2013,38250,Petrol,99,Manual,5495
Nissan,Qashqai,2012,80000,Petrol,117,Manual,7500
Fiat,Panda,2010,72014,Petrol,60,Manual,1450
Vauxhall,Astra,2005,75984,Petrol,168,Manual,1650
Porsche,Cayenne,2014,32000,Petrol,520,Automatic,44950
FERRARI,328,1987,56714,Petrol,270,Manual,84995
Mercedes,GLC-CLASS,2020,6300,Petrol,503,Automatic,79000
Volkswagen,Golf,2007,83000,Petrol,168,Manual,3499
Vauxhall,Viva,2017,28355,Petrol,74,Manual,6999
BMW,1,2019,17481,Petrol,134,Automatic,21970
Volkswagen,Polo,2019,23037,Petrol,113,Manual,16799
Vauxhall,Mokka,2019,22529,Petrol,138,Manual,14999
Audi,A1,2019,9729,Petrol,94,Manual,19599
Kia,Sportage,2020,12150,Hybrid,134,Manual,23999
Vauxhall,Corsa,2014,64000,Petrol,83,Manual,3995
Vauxhall,Corsa,2013,34000,Petrol,83,Manual,4695
Audi,Q5,2017,47428,Petrol,248,Automatic,30100
Honda,Jazz,2018,10349,Petrol,101,Manual,11350
Citroen,C3,2018,18368,Petrol,80,Manual,10325
Suzuki,Jimny,2019,28065,Petrol,101,Manual,25775
Skoda,Octavia,2019,15271,Petrol,114,Manual,17425
Abarth,124,2019,851,Petrol,168,Manual,22675
BMW,4,2020,4855,Petrol,444,Automatic,49575
Abarth,124,2018,17019,Petrol,168,Manual,21150
Honda,Civic,2019,14275,Petrol,125,Manual,16500
Skoda,Fabia,2018,18657,Petrol,74,Manual,11200
Audi,S3,2016,40449,Petrol,296,Automatic,24050
Toyota,RAV4,2020,4063,Hybrid,219,Automatic,37950
MG,ZS,2019,11946,Petrol,110,Automatic,17275
Volvo,XC90,2018,38060,Hybrid,384,Automatic,48600
Hyundai,Tucson,2019,9426,Petrol,130,Manual,19225
Vauxhall,Zafira,2018,17207,Petrol,138,Manual,15575
Toyota,Prius,2016,34604,Hybrid,121,Automatic,17575
Vauxhall,Crossland,2020,12332,Petrol,128,Automatic,17775
Seat,Arona,2020,9330,Petrol,148,Manual,19525
Volkswagen,Touran,2018,37597,Petrol,148,Automatic,22250
Vauxhall,Mokka,2018,9032,Petrol,138,Manual,14825
Mercedes-Benz,A-Class,2020,5119,Petrol,161,Automatic,28100
Ford,Mustang,2017,46430,Petrol,313,Manual,28200
Audi,Q3,2018,31746,Petrol,148,Automatic,26450
Nissan,Juke,2018,24581,Petrol,115,Manual,13175
Fiat,500,2019,15360,Petrol,68,Manual,9500
Hyundai,IONIQ,2018,46633,Hybrid,140,Automatic,15725
Audi,SQ2,2019,19720,Petrol,296,Automatic,28350
Toyota,GT86,2018,24875,Petrol,197,Manual,20750
Vauxhall,Mokka,2017,32657,Petrol,138,Manual,12350
Ford,Fiesta,2016,25415,Petrol,80,Manual,7950
Toyota,Yaris,2018,25096,Hybrid,99,Automatic,15025
Citroen,C3,2017,27784,Petrol,80,Manual,9975
Volkswagen,up!,2015,42549,Petrol,74,Manual,6700
Mazda,Mazda3,2015,56944,Petrol,118,Manual,8800
Kia,Niro,2018,31220,Hybrid,140,Automatic,18975
Mitsubishi,ASX,2019,10525,Petrol,115,Manual,15775
Audi,A5,2018,28439,Petrol,188,Automatic,23875
MINI,Mini,2017,18023,Petrol,134,Manual,14050
Seat,Ateca,2018,38676,Petrol,114,Manual,12975
Peugeot,2008,2018,20876,Petrol,82,Manual,14175
Honda,Jazz,2018,38513,Petrol,101,Manual,11225
Peugeot,2008,2018,8347,Petrol,82,Manual,14600
Suzuki,Vitara,2017,28043,Petrol,118,Manual,12500
Ford,Fiesta,2019,14689,Petrol,197,Manual,20450
Nissan,Juke,2015,57923,Petrol,218,Manual,10425
Toyota,Yaris,2018,18870,Hybrid,99,Automatic,15450
Toyota,Yaris,2018,6880,Hybrid,99,Automatic,16300
Audi,A3,2017,16946,Petrol,148,Manual,21125
BMW,1,2016,30788,Petrol,335,Automatic,22150
Audi,A3,2019,6667,Petrol,114,Automatic,20575
Honda,Jazz,2018,22775,Petrol,101,Automatic,14350
BMW,M5,2018,38114,Petrol,617,Manual,56975
Fiat,500X,2017,26222,Petrol,140,Manual,12625
Renault,Captur,2018,9755,Petrol,88,Manual,13475
Toyota,Yaris,2020,9688,Petrol,110,Manual,14875
Volkswagen,T-Roc,2021,7246,Petrol,148,Automatic,31300
Ford,Focus,2017,40022,Petrol,123,Automatic,13725
Audi,TT,2017,2703,Petrol,178,Manual,22350
Volvo,V40,2018,19419,Petrol,150,Automatic,19100
Kia,Picanto,2018,7895,Petrol,66,Manual,7900
Vauxhall,Grandland,2019,10101,Petrol,128,Manual,18800
Vauxhall,Corsa,2018,16003,Petrol,74,Manual,9050
Renault,Captur,2019,6286,Petrol,88,Manual,16175
Vauxhall,Mokka,2017,26203,Petrol,138,Manual,12425
Fiat,500X,2020,8035,Petrol,118,Manual,18275
Nissan,Qashqai,2018,19217,Petrol,113,Manual,15275
Ford,Kuga,2018,30008,Petrol,180,Automatic,22400
Abarth,595,2017,16895,Petrol,162,Manual,13725
Seat,Ibiza,2021,2598,Petrol,109,Automatic,18550
Ford,Fiesta,2019,19148,Petrol,99,Manual,13925
Kia,Venga,2016,7513,Petrol,123,Manual,11150
Toyota,Yaris,2018,13965,Hybrid,99,Automatic,15050
BMW,1,2016,32639,Petrol,322,Automatic,20450
Vauxhall,Crossland,2019,2948,Petrol,82,Manual,15600
Volkswagen,Polo,2019,20888,Petrol,64,Manual,13075
Vauxhall,Mokka,2016,59088,Petrol,138,Manual,8675
Seat,Ibiza,2019,14808,Petrol,94,Manual,12775
Vauxhall,Corsa,2018,15839,Petrol,89,Manual,10475
Audi,A5,2021,4895,Petrol,201,Automatic,39500
Peugeot,308,2020,772,Petrol,129,Manual,17800
Peugeot,308,2018,9253,Petrol,130,Automatic,15275
Nissan,Micra,2019,5794,Petrol,115,Manual,13300
MINI,Mini,2019,9962,Petrol,134,Automatic,22100
Fiat,Grande,2009,50000,Petrol,77,Manual,2495
Nissan,Qashqai+2,2011,100200,Petrol,117,Manual,5995
Ford,Focus,2018,46461,Petrol,123,Manual,11100
Volkswagen,up!,2017,37906,Petrol,59,Manual,7800
Mitsubishi,Eclipse,2018,22104,Petrol,161,Manual,15900
BMW,1,2018,26627,Petrol,134,Automatic,17975
Volkswagen,Golf,2021,6542,Petrol,296,Automatic,36489
Nissan,Qashqai+2,2011,63000,Petrol,117,Manual,8299
Nissan,Micra,2011,46555,Petrol,79,Manual,3495
Vauxhall,Corsa,2008,74500,Petrol,80,Automatic,7990
Ford,Focus,2006,82500,Petrol,100,Automatic,5990
Toyota,iQ,2010,54300,Petrol,67,Automatic,10990
Ford,Focus,2016,53636,Petrol,247,Manual,15495
Ford,Fiesta,2012,113192,Diesel,94,Manual,3295
Ford,C-MAX,2013,68000,Petrol,99,Manual,6995
Citroen,Grand,2008,94835,Petrol,123,Manual,1995
Ford,Kuga,2014,42738,Petrol,177,Automatic,15999
Skoda,Yeti,2016,31740,Petrol,109,Manual,15500
BMW,3,2016,50402,Petrol,181,Automatic,17750
Vauxhall,Corsa,2008,51965,Petrol,90,Manual,2395
Fiat,Grande,2009,32000,Petrol,77,Automatic,2950
Peugeot,208,2014,54485,Petrol,82,Manual,5100
Hyundai,i20,2019,19946,Petrol,83,Manual,11900
Hyundai,i20,2019,8031,Petrol,83,Manual,12700
Vauxhall,Astra,2007,150000,Petrol,123,Automatic,1500
Vauxhall,Mokka,2014,52216,Petrol,113,Manual,7790
Nissan,Qashqai,2012,59538,Petrol,117,Manual,7690
Ford,Mustang,2016,19850,Petrol,410,Manual,31994
Ford,Fiesta,2015,44199,Petrol,99,Manual,5490
Ford,Fiesta,2018,7451,Petrol,99,Automatic,10980
Ford,B-Max,2014,47230,Petrol,103,Automatic,6666
Ford,Fiesta,2014,50000,Petrol,80,Manual,5790
Skoda,Fabia,2019,18075,Petrol,94,Manual,12490
BMW,1,2014,51193,Petrol,134,Manual,9474
Volkswagen,Golf,2011,76000,Diesel,105,Manual,4499
Peugeot,107,2013,56391,Petrol,68,Manual,4250
Nissan,Qashqai,2018,25131,Petrol,113,Automatic,20999
MINI,Mini,2018,12496,Petrol,134,Manual,21999
DS,DS,2018,9117,Petrol,80,Manual,10999
Ford,Focus,2021,11807,Petrol,153,Manual,25999
1952,Jaguar,1952,43300,Petrol,160,Manual,55995
Volkswagen,Golf,2019,6500,Petrol,241,Manual,28999
Mazda,CX-5,2017,34350,Diesel,148,Manual,20995
Ford,Focus,2017,24200,Petrol,123,Manual,12695
Vauxhall,Zafira,2013,80000,Petrol,113,Manual,4495
Volkswagen,Golf,2012,90000,Petrol,122,Manual,6380
Ford,Fiesta,2016,84000,Petrol,99,Manual,6380
Skoda,Fabia,2011,77000,Petrol,85,Manual,4770
Ford,Kuga,2017,17040,Diesel,177,Automatic,20494
Vauxhall,Corsa,2019,17375,Petrol,89,Manual,10599
Volkswagen,Golf,2018,24000,Petrol,108,Manual,16495
Volkswagen,Golf,2017,29016,Petrol,298,Manual,21999
Mercedes-Benz,C-Class,2011,37000,Petrol,156,Automatic,8150
Nissan,Qashqai,2015,50100,Petrol,113,Automatic,14250
Toyota,Previa,1998,165560,Petrol,133,Automatic,2495
Vauxhall,Ampera,2014,40000,Hybrid,148,Automatic,13196
Nissan,Qashqai,2015,94000,Diesel,108,Manual,9995
Kia,Rio,2013,87000,Petrol,83,Manual,3995
Dacia,Sandero,2014,75000,Petrol,75,Manual,3995
Skoda,Citigo,2014,83000,Petrol,59,Manual,4495
MINI,Mini,2009,87000,Petrol,120,Manual,3695
Nissan,Almera,2005,116000,Petrol,97,Manual,1495
Ford,Grand,2013,115000,Diesel,113,Manual,4995
Ford,Focus,2020,12495,Petrol,123,Manual,20999
Audi,A4,2020,4193,Petrol,188,Automatic,32999
Vauxhall,Corsa,2018,12236,Petrol,89,Manual,10299
Ford,Fiesta,2019,17622,Petrol,138,Manual,15599
Seat,Leon,2007,108920,Petrol,240,Manual,4850
Mitsubishi,Shogun,2007,61945,Diesel,114,Manual,4850
Vauxhall,Meriva,2013,50200,Petrol,99,Manual,4995
Vauxhall,Corsa,2020,3300,Petrol,99,Manual,15490
Audi,A1,2012,57000,Petrol,122,Manual,7990
Citroen,Grand,2008,97000,Petrol,123,Manual,1490
Toyota,AYGO,2015,56000,Petrol,69,Manual,6495
Toyota,RAV4,2010,145000,Diesel,150,Manual,4990
MINI,Mini,2007,80000,Petrol,172,Manual,3990
Peugeot,Partner,2011,149000,Diesel,88,Manual,3750
Fiat,Grande,2007,45000,Petrol,64,Manual,1899
MG,ZS,2019,18475,Petrol,105,Manual,15450
Nissan,Qashqai,2017,39000,Petrol,113,Manual,15330
Kia,Sportage,2021,6100,Hybrid,134,Automatic,28500
Vauxhall,Corsa,2018,22900,Petrol,89,Automatic,10999
Seat,Ateca,2019,11386,Petrol,148,Automatic,25999
MINI,Mini,2012,61523,Petrol,98,Manual,5295
Ford,Fiesta,2019,12850,Petrol,99,Manual,16900
Audi,Q2,2019,20100,Petrol,148,Manual,21500
Skoda,Octavia,2017,51556,Petrol,114,Automatic,12200
Kia,Sportage,2018,20082,Petrol,130,Manual,18999
Kia,Sportage,2020,12111,Petrol,130,Manual,20999
Volkswagen,Polo,2020,25144,Petrol,79,Manual,14999
BMW,X5,2016,78000,Diesel,255,Automatic,28950
BMW,4,2020,3494,Petrol,181,Automatic,38999
Mercedes-Benz,E-Class,2019,13631,Petrol,241,Automatic,35999
Skoda,Kodiaq,2019,29415,Petrol,148,Automatic,29999
MINI,Mini,2020,2435,Petrol,176,Automatic,28999
Peugeot,3008,2020,8854,Petrol,129,Automatic,29999
Renault,Clio,2019,7285,Petrol,88,Manual,12999
Audi,A3,2016,93000,Petrol,148,Automatic,14000
Vauxhall,Mokka,2018,32101,Petrol,138,Manual,12800
Mazda,Mazda2,2017,43101,Petrol,89,Manual,9600
BMW,1,2017,43101,Petrol,134,Manual,15500
Nissan,Qashqai,2013,60000,Petrol,117,Manual,8500
Volvo,V60,2020,12500,Hybrid,247,Automatic,40000
Peugeot,208,2018,11002,Petrol,110,Manual,12991
Citroen,C2,2003,97000,Petrol,59,Manual,1295
Audi,S3,2014,49000,Petrol,296,Automatic,19995
Mazda,MX-5,2014,10500,Petrol,124,Manual,13995
Seat,Leon,2013,120000,Petrol,105,Manual,5000
MINI,Mini,2010,49327,Petrol,122,Manual,4000
Mitsubishi,Eclipse,2019,12062,Petrol,161,Manual,19999
Ford,Focus,2019,19336,Petrol,123,Manual,16999
Lexus,NX,2021,982,Hybrid,194,Automatic,39995
Seat,Leon,2019,18513,Petrol,114,Manual,13999
Suzuki,Swift,2018,14819,Petrol,138,Manual,15995
Nissan,Qashqai,2019,11060,Petrol,140,Manual,21999
Ford,Fiesta,2018,30134,Petrol,84,Manual,10300
Hyundai,i20,2018,27362,Petrol,99,Automatic,11592
Hyundai,i10,2017,30100,Petrol,65,Manual,7680
Hyundai,Tucson,2017,5943,Petrol,175,Manual,20490
Hyundai,Tucson,2019,17075,Petrol,174,Automatic,20327
Hyundai,Tucson,2017,16339,Petrol,130,Manual,17390
Ford,Fiesta,2019,29187,Petrol,123,Manual,13995
Fiat,500,2016,15101,Petrol,69,Manual,8200
Volkswagen,Polo,2018,12557,Petrol,94,Manual,14200
Renault,Captur,2018,4407,Petrol,90,Manual,13825
Fiat,500,2018,11184,Petrol,68,Manual,9375
Volkswagen,up!,2016,19537,Petrol,59,Manual,7225
Smart,forfour,2015,31198,Petrol,90,Manual,7000
Mercedes-Benz,C-Class,2017,75756,Petrol,181,Manual,17900
Volkswagen,Golf,2015,24309,Petrol,120,Automatic,12441
Ford,Fiesta,2018,19695,Petrol,99,Automatic,12100
Mitsubishi,Outlander,2017,57921,Hybrid,200,Automatic,19600
Ford,Fiesta,2019,10909,Petrol,197,Manual,21200
Ford,Fiesta,2013,58000,Petrol,99,Manual,5995
Audi,Q7,2021,1000,Petrol,500,Automatic,93990
Ford,Kuga,2018,15734,Petrol,118,Manual,17999
BMW,X4,2015,80000,Diesel,188,Automatic,20980
Volkswagen,Polo,2020,9052,Petrol,79,Manual,15999
Seat,Leon,2020,14269,Petrol,129,Manual,17599
Kia,Pro,2011,88805,Petrol,89,Manual,2750
Ford,Focus,2020,3262,Petrol,123,Manual,19999
Skoda,Fabia,2020,14849,Petrol,59,Manual,11299
Vauxhall,Astra,2019,647,Petrol,148,Automatic,16599
Nissan,Juke,2016,30000,Petrol,115,Manual,10990
Peugeot,208,2019,16423,Petrol,82,Manual,10999
Peugeot,2008,2020,6894,Petrol,99,Manual,22910
Vauxhall,Mokka,2015,51636,Petrol,113,Manual,8940
Peugeot,108,2018,16878,Petrol,71,Automatic,11000
Jaguar,S-TYPE,2001,81000,Petrol,240,Automatic,1999
Mercedes-Benz,C-Class,2015,89000,Petrol,184,Manual,11995
Volkswagen,up!,2014,37347,Petrol,74,Manual,6995
Vauxhall,Corsa,2012,73344,Petrol,98,Manual,3595
MG,ZS,2019,14450,Petrol,110,Automatic,17810
Volvo,850,1996,101404,Petrol,142,Manual,4950
Peugeot,108,2020,5427,Petrol,71,Manual,10220
Volkswagen,Polo,2018,23000,Petrol,64,Manual,12240
Skoda,Fabia,2018,15849,Petrol,74,Manual,9999
Volvo,V40,2018,45563,Petrol,120,Manual,13490
Chevrolet,Spark,2011,61138,Petrol,80,Manual,2400
Ford,Fiesta,2019,26463,Petrol,99,Manual,12999
BMW,2,2021,2979,Petrol,134,Automatic,29999
Audi,Q8,2020,6900,Petrol,592,Automatic,112995
Hyundai,i20,2016,37998,Petrol,83,Manual,7890
BMW,1,2018,18689,Petrol,134,Automatic,20925
MINI,Mini,2018,18546,Petrol,134,Manual,14350
Hyundai,IONIQ,2018,24323,Hybrid,140,Automatic,17625
Subaru,XV,2019,18048,Petrol,154,Automatic,21200
Ford,EcoSport,2018,14188,Petrol,123,Manual,15150
Audi,RS3,2018,20545,Petrol,394,Automatic,41650
Volkswagen,Polo,2018,49814,Petrol,94,Manual,12295
Vauxhall,Mokka,2018,18156,Petrol,138,Manual,14995
Volkswagen,Golf,2019,24005,Petrol,296,Automatic,31495
Ford,Fiesta,2009,93000,Petrol,118,Manual,4000
Jeep,Renegade,2018,22816,Petrol,148,Automatic,16700
Hyundai,i20,2018,12230,Petrol,83,Manual,14750
Ford,Fiesta,2014,65592,Petrol,123,Manual,6888
MG,MG3,2016,16329,Petrol,106,Manual,6995
Ford,Puma,2019,5909,Petrol,123,Manual,22999
BMW,X1,2019,26370,Petrol,189,Automatic,23999
Vauxhall,Corsa,2016,36401,Petrol,89,Automatic,9800
MINI,Mini,2017,30466,Petrol,134,Manual,14800
Vauxhall,Corsa,2018,20000,Petrol,89,Manual,10795
Vauxhall,Astra,2019,10602,Petrol,104,Manual,13995
Volkswagen,Polo,2020,6200,Petrol,79,Manual,16495
Vauxhall,Mokka,2019,10300,Petrol,138,Manual,17495
Vauxhall,Corsa,2019,5500,Petrol,89,Manual,11595
Vauxhall,Astra,2018,27100,Petrol,104,Manual,11895
Volkswagen,Polo,2017,23981,Petrol,59,Manual,11000
Volvo,V40,2019,32589,Petrol,121,Automatic,20000
ROVER,MG,2004,75150,Petrol,134,Manual,3950
Volkswagen,Golf,2009,95000,Petrol,210,Automatic,8995
Ford,Focus,2019,12417,Petrol,125,Manual,21495
Fiat,500,2012,48000,Petrol,69,Manual,3295
Vauxhall,Mokka,2015,59000,Petrol,138,Manual,8995
Volkswagen,Golf,2009,154747,Diesel,105,Manual,3000
Fiat,500,2011,21000,Petrol,69,Manual,4695
Vauxhall,Corsa,2018,18740,Petrol,148,Manual,10995
Peugeot,3008,2020,5869,Petrol,129,Automatic,31869
Volkswagen,T-Roc,2018,24566,Petrol,113,Manual,19995
Volkswagen,Golf,2016,62160,Hybrid,201,Automatic,16995
Volkswagen,Polo,2016,53000,Petrol,89,Manual,8995
Volkswagen,Polo,2017,29249,Petrol,89,Manual,11995
Nissan,Juke,2019,10754,Petrol,115,Manual,19500
Suzuki,Baleno,2019,19334,Petrol,111,Manual,10000
Volkswagen,Polo,2017,8392,Petrol,59,Manual,12299
Volkswagen,T-Roc,2019,11326,Petrol,113,Manual,22000
Volkswagen,Golf,2016,51227,Diesel,182,Automatic,17440
Peugeot,108,2019,19600,Petrol,71,Manual,9295
Ford,Mondeo,2016,46000,Petrol,158,Automatic,11995
BMW,Z,2006,58000,Petrol,338,Manual,19500
Suzuki,Swift,2018,15000,Hybrid,110,Manual,11995
Volkswagen,Polo,2016,39725,Petrol,59,Manual,8295
Toyota,AYGO,2012,37890,Petrol,67,Manual,3995
Audi,A3,2019,35130,Petrol,148,Manual,20990
Kia,Pro,2020,18208,Petrol,201,Automatic,24000
Vauxhall,Crossland,2021,350,Petrol,129,Manual,24490
Mercedes-Benz,C-Class,2010,103000,Petrol,156,Automatic,5800
Suzuki,Swift,2020,3122,Petrol,82,Automatic,15495
Ford,Ka,2013,48994,Petrol,68,Manual,4995
Ford,Focus,2008,112000,Petrol,125,Manual,2375
Volkswagen,Polo,2016,48000,Petrol,189,Automatic,14495
Abarth,500,2016,38892,Petrol,158,Manual,9980
Volkswagen,Golf,2018,19400,Petrol,121,Manual,18000
Toyota,Yaris,2009,75000,Petrol,99,Manual,3195
Nissan,Juke,2019,20000,Petrol,111,Manual,12500
Fiat,500,2016,33000,Petrol,69,Manual,7195
Mercedes-Benz,A-Class,2018,22825,Petrol,221,Automatic,23999
